rider_id,city_id,hire_date,status,shift_type
903,8,20-12-2022,active,evening
904,2,20-12-2022,active,night
905,4,20-12-2022,active,night
906,2,20-12-2022,active,evening
907,6,20-12-2022,active,day
908,4,20-12-2022,active,night
909,4,20-12-2022,active,day
910,7,20-12-2022,active,evening
911,4,20-12-2022,active,day
912,8,20-12-2022,active,night
913,2,20-12-2022,active,day
914,4,21-12-2022,active,evening
915,4,21-12-2022,active,night
916,3,21-12-2022,active,evening
917,6,21-12-2022,active,night
918,2,21-12-2022,active,evening
919,1,21-12-2022,active,day
920,2,21-12-2022,active,night
921,8,21-12-2022,active,evening
922,7,21-12-2022,active,day
923,2,21-12-2022,active,night
924,6,21-12-2022,active,evening
925,7,21-12-2022,active,day
926,6,21-12-2022,active,night
927,5,21-12-2022,active,day
928,7,21-12-2022,active,day
929,4,22-12-2022,active,day
930,5,22-12-2022,active,day
931,4,22-12-2022,active,evening
932,5,22-12-2022,active,night
933,7,23-12-2022,active,night
934,7,23-12-2022,active,night
935,3,23-12-2022,active,day
936,8,23-12-2022,active,night
937,4,23-12-2022,active,day
938,4,23-12-2022,active,night
939,5,23-12-2022,active,day
940,3,23-12-2022,active,night
941,5,23-12-2022,active,day
942,4,23-12-2022,active,night
943,1,23-12-2022,inactive,night
944,6,23-12-2022,active,day
945,2,24-12-2022,active,evening
946,7,24-12-2022,active,evening
947,8,24-12-2022,active,evening
948,6,24-12-2022,active,evening
949,4,24-12-2022,active,day
950,3,24-12-2022,active,day
951,6,24-12-2022,active,evening
952,1,24-12-2022,active,day
953,6,24-12-2022,active,evening
954,4,24-12-2022,active,night
955,4,24-12-2022,active,day
956,2,24-12-2022,active,night
957,7,24-12-2022,active,day
958,8,24-12-2022,active,evening
959,4,25-12-2022,active,day
960,2,25-12-2022,active,evening
961,3,25-12-2022,active,evening
962,3,25-12-2022,active,evening
963,2,25-12-2022,active,evening
964,3,25-12-2022,active,day
965,6,25-12-2022,active,evening
966,5,25-12-2022,inactive,day
967,8,25-12-2022,inactive,evening
968,6,25-12-2022,active,day
969,1,26-12-2022,active,day
970,3,26-12-2022,active,night
971,7,26-12-2022,active,night
972,7,26-12-2022,active,evening
973,8,26-12-2022,active,day
974,2,26-12-2022,active,night
975,6,26-12-2022,active,evening
976,5,26-12-2022,active,night
977,5,26-12-2022,active,day
978,3,26-12-2022,active,night
979,7,26-12-2022,active,day
980,6,26-12-2022,inactive,night
981,5,26-12-2022,active,evening
982,4,26-12-2022,inactive,evening
983,2,26-12-2022,active,night
984,7,26-12-2022,active,night
985,6,26-12-2022,active,day
986,4,27-12-2022,active,day
987,4,27-12-2022,active,evening
988,3,27-12-2022,active,night
989,1,27-12-2022,active,night
990,2,27-12-2022,active,day
991,8,27-12-2022,active,day
992,4,27-12-2022,active,night
993,3,27-12-2022,active,night
994,2,27-12-2022,active,day
995,2,27-12-2022,active,night
996,6,28-12-2022,active,day
997,1,28-12-2022,active,evening
998,5,28-12-2022,active,evening
999,4,28-12-2022,active,night
1000,7,28-12-2022,active,evening
1001,1,28-12-2022,active,evening
1002,2,28-12-2022,active,evening
1003,4,28-12-2022,active,evening
1004,1,28-12-2022,active,evening
1005,6,28-12-2022,active,night
1006,8,28-12-2022,active,day
1007,1,28-12-2022,active,evening
1008,8,28-12-2022,active,night
1009,7,28-12-2022,active,night
1010,1,28-12-2022,active,night
1011,7,28-12-2022,active,day
1012,7,29-12-2022,active,night
1013,1,29-12-2022,active,night
1014,1,29-12-2022,active,day
1015,4,29-12-2022,active,day
1016,4,29-12-2022,active,day
1017,4,29-12-2022,inactive,night
1018,3,29-12-2022,active,evening
1019,3,29-12-2022,active,night
1020,8,29-12-2022,active,night
1021,2,29-12-2022,active,day
1022,2,29-12-2022,active,day
1023,6,30-12-2022,active,night
1024,4,30-12-2022,inactive,night
1025,5,30-12-2022,active,day
1026,3,30-12-2022,active,night
1027,2,30-12-2022,active,day
1028,1,30-12-2022,active,evening
1029,6,30-12-2022,active,day
1030,7,30-12-2022,active,night
1031,3,31-12-2022,active,night
1032,5,31-12-2022,active,day
1033,1,31-12-2022,active,day
1034,4,31-12-2022,active,night
1035,5,31-12-2022,active,night
1036,6,31-12-2022,active,day
1037,6,31-12-2022,active,night
1038,6,31-12-2022,active,day
1039,8,31-12-2022,active,day
1040,3,31-12-2022,active,day
1041,8,31-12-2022,active,evening
1042,8,01-01-2023,active,evening
1043,3,01-01-2023,active,day
1044,8,01-01-2023,active,evening
1045,8,01-01-2023,active,day
1046,3,01-01-2023,inactive,night
1047,3,01-01-2023,active,day
1048,7,01-01-2023,active,night
1049,3,02-01-2023,active,evening
1050,8,02-01-2023,active,night
1051,2,02-01-2023,inactive,day
1052,1,02-01-2023,active,day
1053,5,02-01-2023,active,day
1054,1,02-01-2023,active,day
1055,4,02-01-2023,active,day
1056,4,02-01-2023,active,day
1057,5,02-01-2023,active,evening
1058,1,02-01-2023,active,day
1059,3,02-01-2023,active,evening
1060,4,02-01-2023,active,evening
1061,1,02-01-2023,active,evening
1062,4,03-01-2023,active,night
1063,2,03-01-2023,active,evening
1064,7,03-01-2023,active,evening
1065,1,03-01-2023,active,day
1066,4,03-01-2023,inactive,day
1067,6,03-01-2023,active,night
1068,6,03-01-2023,active,evening
1069,1,03-01-2023,active,night
1070,6,04-01-2023,active,day
1071,5,04-01-2023,active,night
1072,7,04-01-2023,active,day
1073,4,04-01-2023,active,evening
1074,4,04-01-2023,active,evening
1075,4,04-01-2023,active,evening
1076,5,04-01-2023,active,night
1077,4,04-01-2023,active,night
1078,3,04-01-2023,active,day
1079,7,04-01-2023,active,evening
1080,3,04-01-2023,active,day
1081,1,05-01-2023,active,evening
1082,5,05-01-2023,active,day
1083,3,05-01-2023,active,evening
1084,1,05-01-2023,active,night
1085,7,05-01-2023,active,evening
1086,2,05-01-2023,active,night
1087,6,05-01-2023,active,day
1088,2,05-01-2023,active,night
1089,2,05-01-2023,active,night
1090,8,05-01-2023,active,day
1091,7,05-01-2023,active,evening
1092,3,05-01-2023,inactive,evening
1093,7,05-01-2023,active,day
1094,5,05-01-2023,active,day
1095,6,05-01-2023,active,evening
1096,2,06-01-2023,active,day
1097,8,06-01-2023,active,day
1098,3,06-01-2023,active,evening
1099,5,06-01-2023,active,evening
1100,5,06-01-2023,active,evening
1101,2,06-01-2023,active,day
1102,3,06-01-2023,active,evening
1103,4,06-01-2023,active,night
1104,8,06-01-2023,active,day
1105,5,06-01-2023,active,night
1106,6,06-01-2023,active,day
1107,4,06-01-2023,active,night
1108,5,06-01-2023,active,day
1109,8,06-01-2023,active,night
1110,2,07-01-2023,active,night
1111,1,07-01-2023,active,night
1112,7,07-01-2023,active,night
1113,6,07-01-2023,active,evening
1114,8,07-01-2023,active,day
1115,4,07-01-2023,active,night
1116,5,07-01-2023,active,evening
1117,7,08-01-2023,active,day
1118,1,08-01-2023,active,evening
1119,7,08-01-2023,active,day
1120,4,08-01-2023,active,evening
1121,5,08-01-2023,active,night
1122,4,08-01-2023,active,evening
1123,3,08-01-2023,active,evening
1124,1,08-01-2023,active,day
1125,1,08-01-2023,active,day
1126,8,08-01-2023,active,evening
1127,3,08-01-2023,active,night
1128,3,09-01-2023,active,evening
1129,8,09-01-2023,active,day
1130,5,09-01-2023,active,day
1131,1,09-01-2023,active,day
1132,6,09-01-2023,active,day
1133,2,09-01-2023,active,evening
1134,2,09-01-2023,active,night
1135,7,09-01-2023,active,day
1136,8,09-01-2023,active,night
1137,2,09-01-2023,active,day
1138,4,09-01-2023,active,evening
1139,2,09-01-2023,active,evening
1140,8,10-01-2023,active,day
1141,2,10-01-2023,active,evening
1142,3,10-01-2023,active,night
1143,4,10-01-2023,inactive,night
1144,8,10-01-2023,active,evening
1145,8,10-01-2023,active,day
1146,4,10-01-2023,active,night
1147,1,10-01-2023,active,day
1148,4,10-01-2023,active,night
1149,6,10-01-2023,active,evening
1150,6,10-01-2023,active,day
1151,1,10-01-2023,active,evening
1152,2,10-01-2023,active,evening
1153,2,10-01-2023,active,night
1154,5,11-01-2023,active,evening
1155,5,11-01-2023,inactive,day
1156,4,11-01-2023,active,evening
1157,1,11-01-2023,active,evening
1158,5,11-01-2023,active,night
1159,3,11-01-2023,active,evening
1160,7,11-01-2023,active,night
1161,3,11-01-2023,active,evening
1162,2,11-01-2023,active,evening
1163,5,11-01-2023,active,evening
1164,2,11-01-2023,active,day
1165,7,12-01-2023,active,evening
1166,1,12-01-2023,active,night
1167,1,12-01-2023,active,day
1168,5,12-01-2023,active,evening
1169,4,12-01-2023,active,day
1170,1,12-01-2023,active,night
1171,6,12-01-2023,active,evening
1172,4,13-01-2023,active,night
1173,8,13-01-2023,active,night
1174,6,13-01-2023,active,day
1175,6,13-01-2023,active,day
1176,8,13-01-2023,active,evening
1177,8,13-01-2023,active,night
1178,8,13-01-2023,active,evening
1179,3,13-01-2023,active,evening
1180,1,13-01-2023,active,day
1181,1,13-01-2023,active,evening
1182,1,13-01-2023,active,night
1183,1,14-01-2023,inactive,night
1184,8,14-01-2023,active,evening
1185,4,14-01-2023,inactive,day
1186,8,14-01-2023,active,night
1187,7,14-01-2023,active,evening
1188,6,14-01-2023,active,day
1189,6,14-01-2023,active,day
1190,8,14-01-2023,active,day
1191,4,14-01-2023,inactive,evening
1192,6,14-01-2023,active,evening
1193,5,14-01-2023,active,day
1194,8,14-01-2023,active,day
1195,4,14-01-2023,active,night
1196,3,14-01-2023,active,night
1197,2,14-01-2023,active,night
1198,3,14-01-2023,active,day
1199,1,14-01-2023,active,evening
1200,3,15-01-2023,active,evening
1201,7,15-01-2023,active,day
1202,3,15-01-2023,active,evening
1203,1,15-01-2023,active,evening
1204,3,15-01-2023,active,evening
1205,7,15-01-2023,active,evening
1206,6,15-01-2023,active,night
1207,5,15-01-2023,active,night
1208,7,15-01-2023,active,night
1209,7,15-01-2023,active,day
1210,3,15-01-2023,active,night
1211,2,15-01-2023,active,day
1212,2,15-01-2023,active,day
1213,1,15-01-2023,active,night
1214,1,15-01-2023,active,night
1215,8,15-01-2023,inactive,day
1216,2,15-01-2023,active,evening
1217,1,16-01-2023,active,evening
1218,8,16-01-2023,active,night
1219,7,16-01-2023,active,evening
1220,7,16-01-2023,active,day
1221,8,16-01-2023,active,night
1222,5,16-01-2023,active,evening
1223,6,16-01-2023,active,evening
1224,2,17-01-2023,active,day
1225,6,17-01-2023,inactive,evening
1226,8,17-01-2023,active,evening
1227,6,17-01-2023,active,day
1228,2,17-01-2023,active,evening
1229,5,17-01-2023,active,day
1230,4,17-01-2023,inactive,night
1231,5,17-01-2023,active,evening
1232,4,17-01-2023,active,evening
1233,6,17-01-2023,active,night
1234,3,17-01-2023,active,night
1235,7,17-01-2023,active,night
1236,8,17-01-2023,active,night
1237,2,18-01-2023,active,day
1238,1,18-01-2023,inactive,day
1239,8,18-01-2023,active,evening
1240,3,18-01-2023,active,day
1241,4,18-01-2023,active,day
1242,8,18-01-2023,active,day
1243,3,18-01-2023,active,day
1244,2,18-01-2023,active,night
1245,4,18-01-2023,active,day
1246,2,18-01-2023,active,day
1247,7,18-01-2023,active,night
1248,2,18-01-2023,active,day
1249,1,18-01-2023,active,night
1250,3,18-01-2023,active,evening
1251,7,18-01-2023,active,night
1252,4,18-01-2023,active,day
1253,7,19-01-2023,active,day
1254,3,19-01-2023,inactive,night
1255,3,19-01-2023,active,evening
1256,7,19-01-2023,active,night
1257,1,19-01-2023,active,night
1258,4,19-01-2023,active,day
1259,4,19-01-2023,active,night
1260,7,19-01-2023,active,evening
1261,6,19-01-2023,active,night
1262,7,20-01-2023,active,day
1263,7,20-01-2023,active,day
1264,5,20-01-2023,active,evening
1265,2,20-01-2023,active,night
1266,3,20-01-2023,active,night
1267,6,20-01-2023,active,night
1268,3,20-01-2023,active,day
1269,7,20-01-2023,active,night
1270,2,21-01-2023,active,evening
1271,3,21-01-2023,active,day
1272,5,21-01-2023,inactive,night
1273,8,21-01-2023,active,evening
1274,2,21-01-2023,active,evening
1275,8,21-01-2023,active,day
1276,5,21-01-2023,inactive,evening
1277,1,21-01-2023,active,day
1278,3,21-01-2023,active,day
1279,3,21-01-2023,active,night
1280,3,21-01-2023,active,evening
1281,1,21-01-2023,active,day
1282,3,21-01-2023,active,day
1283,5,21-01-2023,active,day
1284,1,22-01-2023,active,night
1285,5,22-01-2023,inactive,night
1286,8,22-01-2023,active,evening
1287,4,22-01-2023,active,day
1288,3,22-01-2023,active,evening
1289,7,22-01-2023,active,day
1290,8,22-01-2023,active,day
1291,6,22-01-2023,active,evening
1292,1,22-01-2023,active,day
1293,2,22-01-2023,active,evening
1294,4,22-01-2023,active,day
1295,7,22-01-2023,active,night
1296,1,22-01-2023,active,night
1297,8,23-01-2023,active,day
1298,6,23-01-2023,active,night
1299,7,23-01-2023,active,night
1300,4,23-01-2023,active,night
1301,7,23-01-2023,active,day
1302,4,23-01-2023,active,day
1303,2,23-01-2023,active,evening
1304,5,23-01-2023,active,night
1305,3,23-01-2023,active,night
1306,1,24-01-2023,inactive,night
1307,4,24-01-2023,active,evening
1308,3,24-01-2023,inactive,night
1309,5,24-01-2023,active,night
1310,7,24-01-2023,active,evening
1311,3,24-01-2023,active,day
1312,6,24-01-2023,inactive,night
1313,2,24-01-2023,active,night
1314,8,24-01-2023,active,night
1315,6,24-01-2023,active,night
1316,5,24-01-2023,active,evening
1317,6,24-01-2023,active,evening
1318,7,25-01-2023,active,night
1319,3,25-01-2023,active,day
1320,1,25-01-2023,active,day
1321,4,25-01-2023,active,day
1322,3,26-01-2023,active,day
1323,3,26-01-2023,active,day
1324,3,26-01-2023,active,evening
1325,3,26-01-2023,active,evening
1326,5,26-01-2023,active,day
1327,1,26-01-2023,active,night
1328,4,26-01-2023,active,evening
1329,1,26-01-2023,active,evening
1330,8,26-01-2023,active,day
1331,2,26-01-2023,active,evening
1332,1,26-01-2023,active,day
1333,8,26-01-2023,active,night
1334,8,26-01-2023,inactive,day
1335,8,27-01-2023,active,day
1336,5,27-01-2023,active,day
1337,3,27-01-2023,active,night
1338,6,27-01-2023,active,night
1339,3,27-01-2023,active,evening
1340,5,27-01-2023,active,night
1341,2,27-01-2023,active,night
1342,2,27-01-2023,active,night
1343,2,27-01-2023,active,night
1344,6,28-01-2023,active,day
1345,1,28-01-2023,active,day
1346,6,28-01-2023,active,day
1347,8,28-01-2023,active,day
1348,7,28-01-2023,inactive,night
1349,8,28-01-2023,active,night
1350,5,28-01-2023,active,night
1351,2,28-01-2023,active,day
1352,1,28-01-2023,active,night
1353,2,29-01-2023,active,day
1354,8,29-01-2023,active,night
1355,1,29-01-2023,active,evening
1356,7,29-01-2023,active,day
1357,8,29-01-2023,active,evening
1358,8,29-01-2023,active,day
1359,4,29-01-2023,active,day
1360,3,29-01-2023,active,day
1361,2,29-01-2023,active,night
1362,8,29-01-2023,active,evening
1363,4,29-01-2023,active,day
1364,4,29-01-2023,active,day
1365,8,29-01-2023,active,evening
1366,7,30-01-2023,active,evening
1367,1,30-01-2023,active,evening
1368,6,30-01-2023,active,day
1369,6,30-01-2023,active,night
1370,3,30-01-2023,active,night
1371,1,30-01-2023,active,night
1372,8,30-01-2023,active,night
1373,3,30-01-2023,active,night
1374,8,30-01-2023,active,day
1375,1,30-01-2023,active,day
1376,4,30-01-2023,active,evening
1377,6,30-01-2023,active,evening
1378,2,31-01-2023,active,night
1379,1,31-01-2023,active,day
1380,3,31-01-2023,active,night
1381,1,31-01-2023,active,day
1382,8,31-01-2023,active,day
1383,6,31-01-2023,active,day
1384,8,31-01-2023,active,evening
1385,8,31-01-2023,active,day
1386,3,31-01-2023,active,night
1387,7,31-01-2023,inactive,day
1388,8,31-01-2023,active,evening
1389,6,01-02-2023,active,evening
1390,8,01-02-2023,active,evening
1391,1,01-02-2023,active,evening
1392,6,01-02-2023,active,evening
1393,2,01-02-2023,active,day
1394,8,01-02-2023,active,evening
1395,6,01-02-2023,active,evening
1396,2,01-02-2023,active,day
1397,8,01-02-2023,active,night
1398,5,01-02-2023,active,evening
1399,7,01-02-2023,active,day
1400,7,02-02-2023,active,day
1401,6,02-02-2023,active,evening
1402,5,02-02-2023,active,evening
1403,4,02-02-2023,active,day
1404,4,02-02-2023,active,day
1405,3,02-02-2023,active,day
1406,8,02-02-2023,active,day
1407,7,02-02-2023,active,evening
1408,7,02-02-2023,active,evening
1409,2,02-02-2023,active,day
1410,4,02-02-2023,active,night
1411,4,02-02-2023,active,night
1412,8,02-02-2023,active,day
1413,7,02-02-2023,active,night
1414,4,02-02-2023,active,evening
1415,3,03-02-2023,active,night
1416,6,03-02-2023,active,night
1417,4,03-02-2023,active,night
1418,5,03-02-2023,active,evening
1419,7,03-02-2023,active,day
1420,1,03-02-2023,active,evening
1421,7,03-02-2023,active,night
1422,5,03-02-2023,active,night
1423,2,03-02-2023,active,night
1424,8,03-02-2023,active,day
1425,6,04-02-2023,active,day
1426,7,04-02-2023,active,evening
1427,1,04-02-2023,active,evening
1428,2,04-02-2023,active,day
1429,2,04-02-2023,active,day
1430,6,04-02-2023,active,day
1431,6,04-02-2023,active,night
1432,1,04-02-2023,active,day
1433,1,04-02-2023,active,day
1434,2,04-02-2023,active,evening
1435,7,04-02-2023,active,night
1436,2,05-02-2023,inactive,day
1437,5,05-02-2023,active,evening
1438,7,05-02-2023,active,day
1439,6,05-02-2023,active,day
1440,6,05-02-2023,active,evening
1441,2,05-02-2023,active,evening
1442,4,05-02-2023,active,day
1443,5,05-02-2023,active,day
1444,6,05-02-2023,active,night
1445,8,05-02-2023,active,day
1446,8,05-02-2023,active,evening
1447,2,05-02-2023,active,night
1448,4,06-02-2023,active,evening
1449,1,06-02-2023,active,evening
1450,7,06-02-2023,active,night
1451,1,06-02-2023,active,evening
1452,1,06-02-2023,active,night
1453,3,06-02-2023,active,night
1454,2,06-02-2023,active,evening
1455,4,06-02-2023,active,night
1456,7,06-02-2023,active,day
1457,3,06-02-2023,active,day
1458,3,06-02-2023,active,day
1459,8,06-02-2023,active,night
1460,3,06-02-2023,active,evening
1461,3,06-02-2023,active,night
1462,4,06-02-2023,active,day
1463,7,06-02-2023,active,day
1464,6,06-02-2023,active,evening
1465,5,06-02-2023,active,day
1466,6,07-02-2023,active,evening
1467,1,07-02-2023,active,day
1468,4,07-02-2023,active,night
1469,3,07-02-2023,active,night
1470,3,07-02-2023,active,day
1471,7,07-02-2023,active,day
1472,1,07-02-2023,active,night
1473,1,07-02-2023,active,night
1474,8,07-02-2023,active,day
1475,1,07-02-2023,active,day
1476,3,07-02-2023,active,night
1477,7,08-02-2023,active,evening
1478,5,08-02-2023,active,evening
1479,2,08-02-2023,active,day
1480,6,08-02-2023,active,day
1481,3,08-02-2023,active,night
1482,3,08-02-2023,active,day
1483,6,08-02-2023,active,day
1484,5,08-02-2023,active,evening
1485,3,08-02-2023,active,evening
1486,6,08-02-2023,active,night
1487,4,09-02-2023,active,day
1488,4,09-02-2023,active,evening
1489,7,09-02-2023,active,day
1490,8,09-02-2023,active,day
1491,3,09-02-2023,active,day
1492,7,09-02-2023,active,evening
1493,7,09-02-2023,active,day
1494,4,09-02-2023,active,day
1495,6,09-02-2023,active,day
1496,4,09-02-2023,active,day
1497,7,09-02-2023,active,day
1498,8,09-02-2023,active,evening
1499,2,09-02-2023,active,day
1500,1,09-02-2023,active,evening
1501,6,10-02-2023,active,night
1502,5,10-02-2023,active,evening
1503,3,10-02-2023,active,night
1504,6,10-02-2023,active,evening
1505,1,10-02-2023,active,evening
1506,4,10-02-2023,active,day
1507,3,10-02-2023,active,evening
1508,1,10-02-2023,active,evening
1509,2,10-02-2023,active,night
1510,2,10-02-2023,active,evening
1511,6,10-02-2023,active,night
1512,5,10-02-2023,active,day
1513,5,11-02-2023,active,night
1514,3,11-02-2023,active,night
1515,1,11-02-2023,active,day
1516,1,11-02-2023,active,night
1517,5,11-02-2023,active,day
1518,3,11-02-2023,active,evening
1519,7,11-02-2023,active,night
1520,3,11-02-2023,inactive,evening
1521,1,12-02-2023,active,night
1522,5,12-02-2023,active,day
1523,7,12-02-2023,active,day
1524,8,12-02-2023,active,day
1525,2,12-02-2023,active,day
1526,3,12-02-2023,active,day
1527,2,12-02-2023,active,evening
1528,7,12-02-2023,active,day
1529,6,12-02-2023,active,night
1530,1,12-02-2023,active,day
1531,3,12-02-2023,active,day
1532,1,12-02-2023,active,day
1533,1,12-02-2023,active,night
1534,2,12-02-2023,active,evening
1535,6,13-02-2023,active,evening
1536,5,13-02-2023,active,evening
1537,3,13-02-2023,active,evening
1538,7,13-02-2023,active,night
1539,7,13-02-2023,active,day
1540,8,13-02-2023,active,night
1541,6,13-02-2023,active,evening
1542,5,13-02-2023,active,day
1543,4,13-02-2023,active,evening
1544,2,13-02-2023,active,night
1545,7,13-02-2023,active,evening
1546,2,13-02-2023,active,night
1547,5,13-02-2023,active,day
1548,8,13-02-2023,active,day
1549,6,14-02-2023,active,evening
1550,4,14-02-2023,active,evening
1551,2,14-02-2023,active,evening
1552,8,14-02-2023,active,day
1553,6,14-02-2023,active,evening
1554,7,14-02-2023,active,evening
1555,6,14-02-2023,active,evening
1556,3,14-02-2023,active,day
1557,2,14-02-2023,active,day
1558,3,14-02-2023,active,day
1559,8,15-02-2023,active,day
1560,6,15-02-2023,active,night
1561,8,15-02-2023,active,night
1562,7,15-02-2023,active,evening
1563,7,15-02-2023,active,night
1564,4,15-02-2023,active,night
1565,3,15-02-2023,active,night
1566,8,15-02-2023,active,day
1567,8,15-02-2023,active,night
1568,2,15-02-2023,active,evening
1569,4,15-02-2023,active,night
1570,3,15-02-2023,active,night
1571,2,15-02-2023,active,day
1572,7,15-02-2023,active,night
1573,2,15-02-2023,active,day
1574,1,16-02-2023,active,night
1575,3,16-02-2023,active,day
1576,3,16-02-2023,active,evening
1577,4,16-02-2023,active,evening
1578,6,16-02-2023,inactive,day
1579,4,16-02-2023,active,evening
1580,8,16-02-2023,active,evening
1581,8,16-02-2023,active,day
1582,6,17-02-2023,active,night
1583,5,17-02-2023,active,evening
1584,7,17-02-2023,active,day
1585,7,17-02-2023,active,day
1586,5,17-02-2023,active,day
1587,6,17-02-2023,active,day
1588,7,17-02-2023,active,night
1589,2,17-02-2023,active,day
1590,4,17-02-2023,active,day
1591,2,17-02-2023,active,evening
1592,5,17-02-2023,active,day
1593,3,17-02-2023,active,night
1594,7,18-02-2023,active,night
1595,1,18-02-2023,active,night
1596,4,18-02-2023,active,night
1597,4,18-02-2023,active,night
1598,3,18-02-2023,active,night
1599,4,18-02-2023,active,night
1600,8,18-02-2023,active,evening
1601,1,18-02-2023,active,evening
1602,4,18-02-2023,active,day
1603,2,18-02-2023,active,day
1604,2,18-02-2023,active,day
1605,3,18-02-2023,active,night
1606,4,18-02-2023,active,evening
1607,5,19-02-2023,active,day
1608,2,19-02-2023,active,night
1609,1,19-02-2023,active,night
1610,6,19-02-2023,active,day
1611,2,19-02-2023,active,night
1612,1,19-02-2023,active,night
1613,2,19-02-2023,active,night
1614,4,19-02-2023,active,day
1615,2,19-02-2023,active,day
1616,3,19-02-2023,active,day
1617,7,20-02-2023,active,night
1618,3,20-02-2023,active,day
1619,6,20-02-2023,inactive,day
1620,1,20-02-2023,active,night
1621,4,20-02-2023,active,night
1622,4,20-02-2023,active,evening
1623,5,20-02-2023,active,evening
1624,6,20-02-2023,active,evening
1625,5,21-02-2023,active,night
1626,2,21-02-2023,active,night
1627,8,21-02-2023,active,day
1628,8,21-02-2023,active,night
1629,5,21-02-2023,active,day
1630,3,21-02-2023,active,evening
1631,6,21-02-2023,active,day
1632,5,21-02-2023,active,night
1633,3,21-02-2023,active,night
1634,6,21-02-2023,active,night
1635,7,22-02-2023,active,evening
1636,3,22-02-2023,active,day
1637,6,22-02-2023,inactive,day
1638,4,22-02-2023,active,evening
1639,7,22-02-2023,active,night
1640,5,22-02-2023,active,day
1641,6,22-02-2023,active,day
1642,4,22-02-2023,active,night
1643,7,22-02-2023,active,night
1644,4,22-02-2023,active,day
1645,1,22-02-2023,active,evening
1646,5,22-02-2023,active,day
1647,4,22-02-2023,active,day
1648,8,23-02-2023,active,evening
1649,8,23-02-2023,active,night
1650,1,23-02-2023,active,evening
1651,6,23-02-2023,active,evening
1652,2,23-02-2023,active,evening
1653,2,23-02-2023,active,night
1654,2,24-02-2023,active,evening
1655,4,24-02-2023,active,day
1656,8,24-02-2023,active,evening
1657,2,24-02-2023,active,night
1658,6,24-02-2023,active,day
1659,1,24-02-2023,active,night
1660,3,24-02-2023,active,evening
1661,3,24-02-2023,active,night
1662,6,24-02-2023,active,evening
1663,2,24-02-2023,active,evening
1664,8,24-02-2023,active,evening
1665,8,24-02-2023,active,evening
1666,4,24-02-2023,active,evening
1667,3,25-02-2023,active,evening
1668,6,25-02-2023,active,day
1669,5,25-02-2023,active,night
1670,2,25-02-2023,active,evening
1671,6,25-02-2023,active,night
1672,3,25-02-2023,active,evening
1673,6,25-02-2023,active,evening
1674,2,25-02-2023,active,night
1675,3,26-02-2023,active,day
1676,1,26-02-2023,active,day
1677,3,26-02-2023,active,evening
1678,4,26-02-2023,active,day
1679,7,26-02-2023,active,day
1680,1,26-02-2023,active,day
1681,3,26-02-2023,active,evening
1682,4,26-02-2023,active,evening
1683,5,26-02-2023,active,day
1684,2,26-02-2023,active,day
1685,5,26-02-2023,active,night
1686,5,26-02-2023,active,night
1687,4,26-02-2023,active,day
1688,7,27-02-2023,active,evening
1689,3,27-02-2023,active,day
1690,5,27-02-2023,active,evening
1691,3,27-02-2023,active,evening
1692,2,27-02-2023,active,evening
1693,7,27-02-2023,active,day
1694,5,27-02-2023,active,night
1695,1,27-02-2023,active,night
1696,2,27-02-2023,active,day
1697,8,27-02-2023,active,day
1698,1,28-02-2023,active,night
1699,8,28-02-2023,active,night
1700,3,28-02-2023,active,day
1701,7,28-02-2023,active,evening
1702,6,28-02-2023,active,night
1703,3,28-02-2023,active,evening
1704,1,28-02-2023,active,night
1705,5,28-02-2023,active,day
1706,1,28-02-2023,active,evening
1707,5,28-02-2023,active,night
1708,5,28-02-2023,active,evening
1709,2,28-02-2023,active,night
1710,6,01-03-2023,active,night
1711,3,01-03-2023,active,day
1712,7,01-03-2023,inactive,night
1713,6,01-03-2023,active,day
1714,2,01-03-2023,active,day
1715,6,01-03-2023,active,day
1716,8,02-03-2023,active,evening
1717,4,02-03-2023,active,day
1718,3,02-03-2023,active,day
1719,5,02-03-2023,active,day
1720,4,02-03-2023,active,evening
1721,1,02-03-2023,active,evening
1722,4,02-03-2023,active,evening
1723,7,02-03-2023,active,night
1724,3,03-03-2023,active,day
1725,1,03-03-2023,active,evening
1726,3,03-03-2023,active,evening
1727,2,03-03-2023,active,night
1728,1,03-03-2023,active,evening
1729,7,03-03-2023,active,evening
1730,7,03-03-2023,active,night
1731,3,03-03-2023,active,night
1732,5,03-03-2023,active,night
1733,7,04-03-2023,active,night
1734,5,04-03-2023,active,evening
1735,6,04-03-2023,active,evening
1736,2,04-03-2023,active,night
1737,7,04-03-2023,active,evening
1738,4,04-03-2023,active,evening
1739,8,04-03-2023,active,day
1740,2,05-03-2023,active,evening
1741,6,05-03-2023,active,night
1742,6,05-03-2023,active,night
1743,1,05-03-2023,active,day
1744,7,05-03-2023,active,evening
1745,8,05-03-2023,active,day
1746,3,05-03-2023,active,day
1747,8,05-03-2023,active,night
1748,8,05-03-2023,active,night
1749,8,05-03-2023,active,evening
1750,7,05-03-2023,active,night
1751,2,05-03-2023,active,day
1752,4,06-03-2023,inactive,evening
1753,5,06-03-2023,active,night
1754,7,06-03-2023,active,day
1755,6,06-03-2023,active,evening
1756,2,06-03-2023,active,night
1757,1,06-03-2023,active,night
1758,3,06-03-2023,active,night
1759,3,06-03-2023,active,evening
1760,2,06-03-2023,active,day
